Vardas              Pavarde             Galutinis(vid)      
Vardas4663          Pavarde4663         3.31                
Vardas4664          Pavarde4664         7.67                
Vardas4665          Pavarde4665         5.79                
Vardas4666          Pavarde4666         6.85                
Vardas4667          Pavarde4667         4.51                
Vardas4668          Pavarde4668         5.27                
Vardas4669          Pavarde4669         6.67                
Vardas4670          Pavarde4670         5.88                
Vardas4671          Pavarde4671         2.73                
Vardas4672          Pavarde4672         7.04                
Vardas4673          Pavarde4673         8.21                
Vardas4674          Pavarde4674         6.71                
Vardas4675          Pavarde4675         4.01                
Vardas4676          Pavarde4676         4.21                
Vardas4677          Pavarde4677         5.95                
Vardas4678          Pavarde4678         7.21                
Vardas4679          Pavarde4679         4.07                
Vardas4680          Pavarde4680         6.12                
Vardas4681          Pavarde4681         6.09                
Vardas4682          Pavarde4682         5.19                
Vardas4683          Pavarde4683         7.69                
Vardas4684          Pavarde4684         6.49                
Vardas4685          Pavarde4685         5.79                
Vardas4686          Pavarde4686         7.61                
Vardas4687          Pavarde4687         6.69                
Vardas4688          Pavarde4688         6.75                
Vardas4689          Pavarde4689         2.68                
Vardas4690          Pavarde4690         7.35                
Vardas4691          Pavarde4691         6.51                
Vardas4692          Pavarde4692         5.97                
Vardas4693          Pavarde4693         7.93                
Vardas4694          Pavarde4694         6.63                
Vardas4695          Pavarde4695         7.51                
Vardas4696          Pavarde4696         7.45                
Vardas4697          Pavarde4697         5.03                
Vardas4698          Pavarde4698         5.53                
Vardas4699          Pavarde4699         5.35                
Vardas4700          Pavarde4700         4.09                
Vardas4701          Pavarde4701         5.00                
Vardas4702          Pavarde4702         6.96                
Vardas4703          Pavarde4703         6.68                
Vardas4704          Pavarde4704         2.99                
Vardas4705          Pavarde4705         5.76                
Vardas4706          Pavarde4706         7.35                
Vardas4707          Pavarde4707         4.57                
Vardas4708          Pavarde4708         5.47                
Vardas4709          Pavarde4709         6.23                
Vardas4710          Pavarde4710         6.69                
Vardas4711          Pavarde4711         3.65                
Vardas4712          Pavarde4712         2.79                
Vardas4713          Pavarde4713         8.35                
Vardas4714          Pavarde4714         8.04                
Vardas4715          Pavarde4715         6.67                
Vardas4716          Pavarde4716         3.57                
Vardas4717          Pavarde4717         3.47                
Vardas4718          Pavarde4718         7.97                
Vardas4719          Pavarde4719         5.61                
Vardas4720          Pavarde4720         5.11                
Vardas4721          Pavarde4721         5.01                
Vardas4722          Pavarde4722         6.39                
Vardas4723          Pavarde4723         5.56                
Vardas4724          Pavarde4724         7.37                
Vardas4725          Pavarde4725         6.64                
Vardas4726          Pavarde4726         5.36                
Vardas4727          Pavarde4727         2.81                
Vardas4728          Pavarde4728         5.76                
Vardas4729          Pavarde4729         3.27                
Vardas4730          Pavarde4730         5.92                
Vardas4731          Pavarde4731         7.75                
Vardas4732          Pavarde4732         5.36                
Vardas4733          Pavarde4733         2.52                
Vardas4734          Pavarde4734         7.73                
Vardas4735          Pavarde4735         6.11                
Vardas4736          Pavarde4736         5.11                
Vardas4737          Pavarde4737         3.59                
Vardas4738          Pavarde4738         4.77                
Vardas4739          Pavarde4739         8.69                
Vardas4740          Pavarde4740         6.09                
Vardas4741          Pavarde4741         4.25                
Vardas4742          Pavarde4742         5.60                
Vardas4743          Pavarde4743         5.48                
Vardas4744          Pavarde4744         3.33                
Vardas4745          Pavarde4745         7.95                
Vardas4746          Pavarde4746         4.64                
Vardas4747          Pavarde4747         6.93                
Vardas4748          Pavarde4748         4.99                
Vardas4749          Pavarde4749         7.75                
Vardas4750          Pavarde4750         3.31                
Vardas4751          Pavarde4751         6.97                
Vardas4752          Pavarde4752         2.63                
Vardas4753          Pavarde4753         4.53                
Vardas4754          Pavarde4754         7.07                
Vardas4755          Pavarde4755         8.20                
Vardas4756          Pavarde4756         5.67                
Vardas4757          Pavarde4757         5.01                
Vardas4758          Pavarde4758         6.55                
Vardas4759          Pavarde4759         5.79                
Vardas4760          Pavarde4760         8.03                
Vardas4761          Pavarde4761         7.49                
Vardas4762          Pavarde4762         6.21                
Vardas4763          Pavarde4763         7.20                
Vardas4764          Pavarde4764         5.49                
Vardas4765          Pavarde4765         5.84                
Vardas4766          Pavarde4766         2.84                
Vardas4767          Pavarde4767         2.92                
Vardas4768          Pavarde4768         3.99                
Vardas4769          Pavarde4769         7.45                
Vardas4770          Pavarde4770         8.45                
Vardas4771          Pavarde4771         8.32                
Vardas4772          Pavarde4772         5.49                
Vardas4773          Pavarde4773         4.00                
Vardas4774          Pavarde4774         5.85                
Vardas4775          Pavarde4775         4.12                
Vardas4776          Pavarde4776         3.11                
Vardas4777          Pavarde4777         3.21                
Vardas4778          Pavarde4778         2.97                
Vardas4779          Pavarde4779         5.45                
Vardas4780          Pavarde4780         3.80                
Vardas4781          Pavarde4781         3.96                
Vardas4782          Pavarde4782         6.81                
Vardas4783          Pavarde4783         5.09                
Vardas4784          Pavarde4784         3.17                
Vardas4785          Pavarde4785         5.48                
Vardas4786          Pavarde4786         2.68                
Vardas4787          Pavarde4787         5.33                
Vardas4788          Pavarde4788         3.31                
Vardas4789          Pavarde4789         3.69                
Vardas4790          Pavarde4790         7.29                
Vardas4791          Pavarde4791         6.41                
Vardas4792          Pavarde4792         2.97                
Vardas4793          Pavarde4793         3.63                
Vardas4794          Pavarde4794         7.69                
Vardas4795          Pavarde4795         3.01                
Vardas4796          Pavarde4796         5.00                
Vardas4797          Pavarde4797         3.00                
Vardas4798          Pavarde4798         5.77                
Vardas4799          Pavarde4799         7.93                
Vardas4800          Pavarde4800         7.20                
Vardas4801          Pavarde4801         4.96                
Vardas4802          Pavarde4802         7.51                
Vardas4803          Pavarde4803         5.21                
Vardas4804          Pavarde4804         8.64                
Vardas4805          Pavarde4805         7.39                
Vardas4806          Pavarde4806         8.21                
Vardas4807          Pavarde4807         5.76                
Vardas4808          Pavarde4808         5.77                
Vardas4809          Pavarde4809         3.44                
Vardas4810          Pavarde4810         7.48                
Vardas4811          Pavarde4811         5.95                
Vardas4812          Pavarde4812         7.67                
Vardas4813          Pavarde4813         6.67                
Vardas4814          Pavarde4814         4.11                
Vardas4815          Pavarde4815         4.37                
Vardas4816          Pavarde4816         8.29                
Vardas4817          Pavarde4817         5.19                
Vardas4818          Pavarde4818         4.17                
Vardas4819          Pavarde4819         7.04                
Vardas4820          Pavarde4820         4.35                
Vardas4821          Pavarde4821         8.19                
Vardas4822          Pavarde4822         3.47                
Vardas4823          Pavarde4823         3.19                
Vardas4824          Pavarde4824         7.93                
Vardas4825          Pavarde4825         6.44                
Vardas4826          Pavarde4826         4.23                
Vardas4827          Pavarde4827         7.48                
Vardas4828          Pavarde4828         8.24                
Vardas4829          Pavarde4829         5.32                
Vardas4830          Pavarde4830         5.09                
Vardas4831          Pavarde4831         3.68                
Vardas4832          Pavarde4832         2.71                
Vardas4833          Pavarde4833         7.08                
Vardas4834          Pavarde4834         6.61                
Vardas4835          Pavarde4835         4.45                
Vardas4836          Pavarde4836         2.87                
Vardas4837          Pavarde4837         5.35                
Vardas4838          Pavarde4838         5.92                
Vardas4839          Pavarde4839         2.83                
Vardas4840          Pavarde4840         5.31                
Vardas4841          Pavarde4841         8.19                
Vardas4842          Pavarde4842         7.68                
Vardas4843          Pavarde4843         3.41                
Vardas4844          Pavarde4844         2.51                
Vardas4845          Pavarde4845         8.77                
Vardas4846          Pavarde4846         8.64                
Vardas4847          Pavarde4847         3.13                
Vardas4848          Pavarde4848         5.67                
Vardas4849          Pavarde4849         4.32                
Vardas4850          Pavarde4850         7.87                
Vardas4851          Pavarde4851         4.25                
Vardas4852          Pavarde4852         5.00                
Vardas4853          Pavarde4853         4.75                
Vardas4854          Pavarde4854         6.80                
Vardas4855          Pavarde4855         8.21                
Vardas4856          Pavarde4856         4.77                
Vardas4857          Pavarde4857         2.04                
Vardas4858          Pavarde4858         8.61                
Vardas4859          Pavarde4859         2.52                
Vardas4860          Pavarde4860         7.89                
Vardas4861          Pavarde4861         7.04                
Vardas4862          Pavarde4862         4.04                
Vardas4863          Pavarde4863         7.25                
Vardas4864          Pavarde4864         7.53                
Vardas4865          Pavarde4865         2.95                
Vardas4866          Pavarde4866         8.03                
Vardas4867          Pavarde4867         7.33                
Vardas4868          Pavarde4868         6.71                
Vardas4869          Pavarde4869         8.31                
Vardas4870          Pavarde4870         2.68                
Vardas4871          Pavarde4871         4.52                
Vardas4872          Pavarde4872         5.25                
Vardas4873          Pavarde4873         7.16                
Vardas4874          Pavarde4874         3.01                
Vardas4875          Pavarde4875         2.79                
Vardas4876          Pavarde4876         2.83                
Vardas4877          Pavarde4877         4.44                
Vardas4878          Pavarde4878         7.45                
Vardas4879          Pavarde4879         8.32                
Vardas4880          Pavarde4880         7.61                
Vardas4881          Pavarde4881         3.15                
Vardas4882          Pavarde4882         6.51                
Vardas4883          Pavarde4883         4.20                
Vardas4884          Pavarde4884         2.93                
Vardas4885          Pavarde4885         2.52                
Vardas4886          Pavarde4886         4.97                
Vardas4887          Pavarde4887         3.79                
Vardas4888          Pavarde4888         4.95                
Vardas4889          Pavarde4889         4.56                
Vardas4890          Pavarde4890         7.64                
Vardas4891          Pavarde4891         6.91                
Vardas4892          Pavarde4892         6.57                
Vardas4893          Pavarde4893         8.32                
Vardas4894          Pavarde4894         2.87                
Vardas4895          Pavarde4895         2.31                
Vardas4896          Pavarde4896         4.48                
Vardas4897          Pavarde4897         5.28                
Vardas4898          Pavarde4898         5.69                
Vardas4899          Pavarde4899         5.32                
Vardas4900          Pavarde4900         4.91                
Vardas4901          Pavarde4901         6.29                
Vardas4902          Pavarde4902         7.85                
Vardas4903          Pavarde4903         6.72                
Vardas4904          Pavarde4904         7.61                
Vardas4905          Pavarde4905         6.20                
Vardas4906          Pavarde4906         6.52                
Vardas4907          Pavarde4907         4.71                
Vardas4908          Pavarde4908         6.89                
Vardas4909          Pavarde4909         5.33                
Vardas4910          Pavarde4910         2.87                
Vardas4911          Pavarde4911         3.39                
Vardas4912          Pavarde4912         7.04                
Vardas4913          Pavarde4913         2.76                
Vardas4914          Pavarde4914         6.41                
Vardas4915          Pavarde4915         7.39                
Vardas4916          Pavarde4916         4.59                
Vardas4917          Pavarde4917         5.45                
Vardas4918          Pavarde4918         6.45                
Vardas4919          Pavarde4919         8.44                
Vardas4920          Pavarde4920         3.32                
Vardas4921          Pavarde4921         6.33                
Vardas4922          Pavarde4922         7.51                
Vardas4923          Pavarde4923         7.45                
Vardas4924          Pavarde4924         4.28                
Vardas4925          Pavarde4925         4.07                
Vardas4926          Pavarde4926         4.88                
Vardas4927          Pavarde4927         5.19                
Vardas4928          Pavarde4928         6.27                
Vardas4929          Pavarde4929         6.69                
Vardas4930          Pavarde4930         7.67                
Vardas4931          Pavarde4931         6.57                
Vardas4932          Pavarde4932         4.75                
Vardas4933          Pavarde4933         7.75                
Vardas4934          Pavarde4934         7.65                
Vardas4935          Pavarde4935         6.29                
Vardas4936          Pavarde4936         7.85                
Vardas4937          Pavarde4937         4.19                
Vardas4938          Pavarde4938         3.24                
Vardas4939          Pavarde4939         3.17                
Vardas4940          Pavarde4940         3.65                
Vardas4941          Pavarde4941         6.59                
Vardas4942          Pavarde4942         4.35                
Vardas4943          Pavarde4943         2.95                
Vardas4944          Pavarde4944         4.01                
Vardas4945          Pavarde4945         7.07                
Vardas4946          Pavarde4946         7.95                
Vardas4947          Pavarde4947         8.25                
Vardas4948          Pavarde4948         5.27                
Vardas4949          Pavarde4949         6.83                
Vardas4950          Pavarde4950         6.03                
Vardas4951          Pavarde4951         8.07                
Vardas4952          Pavarde4952         7.23                
Vardas4953          Pavarde4953         7.53                
Vardas4954          Pavarde4954         8.08                
Vardas4955          Pavarde4955         5.37                
Vardas4956          Pavarde4956         4.88                
Vardas4957          Pavarde4957         4.69                
Vardas4958          Pavarde4958         6.64                
Vardas4959          Pavarde4959         5.71                
Vardas4960          Pavarde4960         6.47                
Vardas4961          Pavarde4961         7.53                
Vardas4962          Pavarde4962         6.99                
Vardas4963          Pavarde4963         3.49                
Vardas4964          Pavarde4964         4.23                
Vardas4965          Pavarde4965         4.28                
Vardas4966          Pavarde4966         3.25                
Vardas4967          Pavarde4967         2.68                
Vardas4968          Pavarde4968         6.64                
Vardas4969          Pavarde4969         7.92                
Vardas4970          Pavarde4970         8.19                
Vardas4971          Pavarde4971         4.84                
Vardas4972          Pavarde4972         8.35                
Vardas4973          Pavarde4973         7.45                
Vardas4974          Pavarde4974         7.64                
Vardas4975          Pavarde4975         4.39                
Vardas4976          Pavarde4976         5.67                
Vardas4977          Pavarde4977         4.61                
Vardas4978          Pavarde4978         3.57                
Vardas4979          Pavarde4979         3.19                
Vardas4980          Pavarde4980         2.76                
Vardas4981          Pavarde4981         2.91                
Vardas4982          Pavarde4982         7.93                
Vardas4983          Pavarde4983         5.57                
Vardas4984          Pavarde4984         8.45                
Vardas4985          Pavarde4985         8.08                
Vardas4986          Pavarde4986         4.37                
Vardas4987          Pavarde4987         4.16                
Vardas4988          Pavarde4988         3.92                
Vardas4989          Pavarde4989         4.88                
Vardas4990          Pavarde4990         5.75                
Vardas4991          Pavarde4991         3.13                
Vardas4992          Pavarde4992         3.93                
Vardas4993          Pavarde4993         7.56                
Vardas4994          Pavarde4994         5.71                
Vardas4995          Pavarde4995         3.57                
Vardas4996          Pavarde4996         7.17                
Vardas4997          Pavarde4997         5.84                
Vardas4998          Pavarde4998         5.11                
Vardas4999          Pavarde4999         6.17                
Vardas5000          Pavarde5000         5.27                
Vardas5001          Pavarde5001         6.47                
Vardas5002          Pavarde5002         2.79                
Vardas5003          Pavarde5003         2.84                
Vardas5004          Pavarde5004         7.51                
Vardas5005          Pavarde5005         7.59                
Vardas5006          Pavarde5006         5.67                
Vardas5007          Pavarde5007         8.21                
Vardas5008          Pavarde5008         5.89                
Vardas5009          Pavarde5009         7.05                
Vardas5010          Pavarde5010         6.84                
Vardas5011          Pavarde5011         7.92                
Vardas5012          Pavarde5012         4.11                
Vardas5013          Pavarde5013         5.08                
Vardas5014          Pavarde5014         3.72                
Vardas5015          Pavarde5015         6.25                
Vardas5016          Pavarde5016         7.27                
Vardas5017          Pavarde5017         8.00                
Vardas5018          Pavarde5018         7.53                
Vardas5019          Pavarde5019         6.72                
Vardas5020          Pavarde5020         6.79                
Vardas5021          Pavarde5021         4.20                
Vardas5022          Pavarde5022         2.44                
Vardas5023          Pavarde5023         7.93                
Vardas5024          Pavarde5024         6.03                
Vardas5025          Pavarde5025         8.05                
Vardas5026          Pavarde5026         6.71                
Vardas5027          Pavarde5027         7.91                
Vardas5028          Pavarde5028         7.76                
Vardas5029          Pavarde5029         7.60                
Vardas5030          Pavarde5030         3.28                
Vardas5031          Pavarde5031         8.05                
Vardas5032          Pavarde5032         5.64                
Vardas5033          Pavarde5033         3.15                
Vardas5034          Pavarde5034         2.41                
Vardas5035          Pavarde5035         3.68                
Vardas5036          Pavarde5036         3.48                
Vardas5037          Pavarde5037         6.72                
Vardas5038          Pavarde5038         5.04                
Vardas5039          Pavarde5039         3.21                
Vardas5040          Pavarde5040         3.44                
Vardas5041          Pavarde5041         4.84                
Vardas5042          Pavarde5042         5.45                
Vardas5043          Pavarde5043         7.79                
Vardas5044          Pavarde5044         4.16                
Vardas5045          Pavarde5045         5.76                
Vardas5046          Pavarde5046         8.08                
Vardas5047          Pavarde5047         3.00                
Vardas5048          Pavarde5048         5.47                
Vardas5049          Pavarde5049         2.89                
Vardas5050          Pavarde5050         6.55                
Vardas5051          Pavarde5051         5.13                
Vardas5052          Pavarde5052         7.87                
Vardas5053          Pavarde5053         3.91                
Vardas5054          Pavarde5054         3.49                
Vardas5055          Pavarde5055         3.04                
Vardas5056          Pavarde5056         5.03                
Vardas5057          Pavarde5057         2.04                
Vardas5058          Pavarde5058         8.05                
Vardas5059          Pavarde5059         7.15                
Vardas5060          Pavarde5060         7.35                
Vardas5061          Pavarde5061         7.35                
Vardas5062          Pavarde5062         7.17                
Vardas5063          Pavarde5063         5.57                
Vardas5064          Pavarde5064         5.55                
Vardas5065          Pavarde5065         5.95                
Vardas5066          Pavarde5066         6.13                
Vardas5067          Pavarde5067         7.17                
Vardas5068          Pavarde5068         3.12                
Vardas5069          Pavarde5069         6.25                
Vardas5070          Pavarde5070         4.51                
Vardas5071          Pavarde5071         4.76                
Vardas5072          Pavarde5072         4.95                
Vardas5073          Pavarde5073         7.23                
Vardas5074          Pavarde5074         4.72                
Vardas5075          Pavarde5075         6.31                
Vardas5076          Pavarde5076         2.55                
Vardas5077          Pavarde5077         7.17                
Vardas5078          Pavarde5078         6.83                
Vardas5079          Pavarde5079         8.48                
Vardas5080          Pavarde5080         7.20                
Vardas5081          Pavarde5081         8.48                
Vardas5082          Pavarde5082         5.71                
Vardas5083          Pavarde5083         7.09                
Vardas5084          Pavarde5084         7.01                
Vardas5085          Pavarde5085         3.36                
Vardas5086          Pavarde5086         4.04                
Vardas5087          Pavarde5087         7.92                
Vardas5088          Pavarde5088         2.52                
Vardas5089          Pavarde5089         7.53                
Vardas5090          Pavarde5090         5.07                
Vardas5091          Pavarde5091         8.45                
Vardas5092          Pavarde5092         3.67                
Vardas5093          Pavarde5093         6.97                
Vardas5094          Pavarde5094         7.05                
Vardas5095          Pavarde5095         6.33                
Vardas5096          Pavarde5096         8.13                
Vardas5097          Pavarde5097         2.97                
Vardas5098          Pavarde5098         7.79                
Vardas5099          Pavarde5099         6.63                
Vardas5100          Pavarde5100         6.99                
Vardas5101          Pavarde5101         5.45                
Vardas5102          Pavarde5102         6.79                
Vardas5103          Pavarde5103         5.97                
Vardas5104          Pavarde5104         5.39                
Vardas5105          Pavarde5105         3.47                
Vardas5106          Pavarde5106         4.64                
Vardas5107          Pavarde5107         6.73                
Vardas5108          Pavarde5108         6.00                
Vardas5109          Pavarde5109         7.93                
Vardas5110          Pavarde5110         7.21                
Vardas5111          Pavarde5111         3.52                
Vardas5112          Pavarde5112         6.63                
Vardas5113          Pavarde5113         7.09                
Vardas5114          Pavarde5114         6.87                
Vardas5115          Pavarde5115         4.61                
Vardas5116          Pavarde5116         5.85                
Vardas5117          Pavarde5117         6.80                
Vardas5118          Pavarde5118         5.21                
Vardas5119          Pavarde5119         2.12                
Vardas5120          Pavarde5120         5.81                
Vardas5121          Pavarde5121         6.37                
Vardas5122          Pavarde5122         2.63                
Vardas5123          Pavarde5123         7.85                
Vardas5124          Pavarde5124         5.63                
Vardas5125          Pavarde5125         8.11                
Vardas5126          Pavarde5126         8.15                
Vardas5127          Pavarde5127         3.76                
Vardas5128          Pavarde5128         4.68                
Vardas5129          Pavarde5129         4.04                
Vardas5130          Pavarde5130         6.55                
Vardas5131          Pavarde5131         3.35                
Vardas5132          Pavarde5132         3.53                
Vardas5133          Pavarde5133         4.56                
Vardas5134          Pavarde5134         2.68                
Vardas5135          Pavarde5135         7.25                
Vardas5136          Pavarde5136         3.36                
Vardas5137          Pavarde5137         5.45                
Vardas5138          Pavarde5138         6.76                
Vardas5139          Pavarde5139         3.12                
Vardas5140          Pavarde5140         5.60                
Vardas5141          Pavarde5141         6.57                
Vardas5142          Pavarde5142         8.51                
Vardas5143          Pavarde5143         2.84                
Vardas5144          Pavarde5144         3.91                
Vardas5145          Pavarde5145         6.41                
Vardas5146          Pavarde5146         7.67                
Vardas5147          Pavarde5147         6.81                
Vardas5148          Pavarde5148         6.55                
Vardas5149          Pavarde5149         6.89                
Vardas5150          Pavarde5150         8.48                
Vardas5151          Pavarde5151         6.59                
Vardas5152          Pavarde5152         5.65                
Vardas5153          Pavarde5153         5.25                
Vardas5154          Pavarde5154         7.64                
Vardas5155          Pavarde5155         2.92                
Vardas5156          Pavarde5156         4.11                
Vardas5157          Pavarde5157         3.35                
Vardas5158          Pavarde5158         3.36                
Vardas5159          Pavarde5159         3.73                
Vardas5160          Pavarde5160         4.35                
Vardas5161          Pavarde5161         6.19                
Vardas5162          Pavarde5162         5.37                
Vardas5163          Pavarde5163         8.08                
Vardas5164          Pavarde5164         4.29                
Vardas5165          Pavarde5165         8.24                
Vardas5166          Pavarde5166         6.11                
Vardas5167          Pavarde5167         6.73                
Vardas5168          Pavarde5168         5.16                
Vardas5169          Pavarde5169         7.09                
Vardas5170          Pavarde5170         8.37                
Vardas5171          Pavarde5171         3.53                
Vardas5172          Pavarde5172         4.97                
Vardas5173          Pavarde5173         5.25                
Vardas5174          Pavarde5174         4.69                
Vardas5175          Pavarde5175         2.52                
Vardas5176          Pavarde5176         6.24                
Vardas5177          Pavarde5177         3.85                
Vardas5178          Pavarde5178         4.48                
Vardas5179          Pavarde5179         3.37                
Vardas5180          Pavarde5180         5.92                
Vardas5181          Pavarde5181         4.64                
Vardas5182          Pavarde5182         6.85                
Vardas5183          Pavarde5183         6.67                
Vardas5184          Pavarde5184         4.33                
Vardas5185          Pavarde5185         4.17                
Vardas5186          Pavarde5186         7.60                
Vardas5187          Pavarde5187         7.20                
Vardas5188          Pavarde5188         2.28                
Vardas5189          Pavarde5189         7.56                
Vardas5190          Pavarde5190         5.68                
Vardas5191          Pavarde5191         6.49                
Vardas5192          Pavarde5192         7.36                
Vardas5193          Pavarde5193         6.71                
Vardas5194          Pavarde5194         5.68                
Vardas5195          Pavarde5195         3.93                
Vardas5196          Pavarde5196         4.16                
Vardas5197          Pavarde5197         5.13                
Vardas5198          Pavarde5198         5.56                
Vardas5199          Pavarde5199         7.72                
Vardas5200          Pavarde5200         5.51                
Vardas5201          Pavarde5201         7.89                
Vardas5202          Pavarde5202         6.05                
Vardas5203          Pavarde5203         5.21                
Vardas5204          Pavarde5204         6.31                
Vardas5205          Pavarde5205         5.48                
Vardas5206          Pavarde5206         2.95                
Vardas5207          Pavarde5207         6.48                
Vardas5208          Pavarde5208         4.13                
Vardas5209          Pavarde5209         8.45                
Vardas5210          Pavarde5210         7.84                
Vardas5211          Pavarde5211         3.55                
Vardas5212          Pavarde5212         3.23                
Vardas5213          Pavarde5213         7.44                
Vardas5214          Pavarde5214         6.15                
Vardas5215          Pavarde5215         4.52                
Vardas5216          Pavarde5216         5.97                
Vardas5217          Pavarde5217         7.69                
Vardas5218          Pavarde5218         8.16                
Vardas5219          Pavarde5219         7.35                
Vardas5220          Pavarde5220         4.24                
Vardas5221          Pavarde5221         5.15                
Vardas5222          Pavarde5222         4.71                
Vardas5223          Pavarde5223         4.92                
Vardas5224          Pavarde5224         3.99                
Vardas5225          Pavarde5225         7.37                
Vardas5226          Pavarde5226         7.64                
Vardas5227          Pavarde5227         7.61                
Vardas5228          Pavarde5228         6.76                
Vardas5229          Pavarde5229         2.65                
Vardas5230          Pavarde5230         4.12                
Vardas5231          Pavarde5231         6.05                
Vardas5232          Pavarde5232         4.27                
Vardas5233          Pavarde5233         3.08                
Vardas5234          Pavarde5234         5.19                
Vardas5235          Pavarde5235         4.69                
Vardas5236          Pavarde5236         8.53                
Vardas5237          Pavarde5237         3.83                
Vardas5238          Pavarde5238         6.23                
Vardas5239          Pavarde5239         7.32                
Vardas5240          Pavarde5240         3.24                
Vardas5241          Pavarde5241         4.61                
Vardas5242          Pavarde5242         7.77                
Vardas5243          Pavarde5243         4.53                
Vardas5244          Pavarde5244         5.05                
Vardas5245          Pavarde5245         4.15                
Vardas5246          Pavarde5246         5.64                
Vardas5247          Pavarde5247         3.03                
Vardas5248          Pavarde5248         6.13                
Vardas5249          Pavarde5249         4.24                
Vardas5250          Pavarde5250         5.64                
Vardas5251          Pavarde5251         4.17                
Vardas5252          Pavarde5252         4.29                
Vardas5253          Pavarde5253         4.67                
Vardas5254          Pavarde5254         2.83                
Vardas5255          Pavarde5255         7.09                
Vardas5256          Pavarde5256         2.89                
Vardas5257          Pavarde5257         7.84                
Vardas5258          Pavarde5258         4.01                
Vardas5259          Pavarde5259         8.51                
Vardas5260          Pavarde5260         6.12                
Vardas5261          Pavarde5261         5.76                
Vardas5262          Pavarde5262         4.64                
Vardas5263          Pavarde5263         6.52                
Vardas5264          Pavarde5264         5.65                
Vardas5265          Pavarde5265         3.29                
Vardas5266          Pavarde5266         4.20                
Vardas5267          Pavarde5267         6.05                
Vardas5268          Pavarde5268         6.29                
Vardas5269          Pavarde5269         7.63                
Vardas5270          Pavarde5270         5.89                
Vardas5271          Pavarde5271         4.39                
Vardas5272          Pavarde5272         4.53                
Vardas5273          Pavarde5273         3.00                
Vardas5274          Pavarde5274         7.88                
Vardas5275          Pavarde5275         4.41                
Vardas5276          Pavarde5276         4.59                
Vardas5277          Pavarde5277         5.96                
Vardas5278          Pavarde5278         6.64                
Vardas5279          Pavarde5279         4.51                
Vardas5280          Pavarde5280         5.43                
Vardas5281          Pavarde5281         7.91                
Vardas5282          Pavarde5282         8.05                
Vardas5283          Pavarde5283         3.57                
Vardas5284          Pavarde5284         2.60                
Vardas5285          Pavarde5285         2.89                
Vardas5286          Pavarde5286         3.41                
Vardas5287          Pavarde5287         4.75                
Vardas5288          Pavarde5288         6.88                
Vardas5289          Pavarde5289         7.33                
Vardas5290          Pavarde5290         8.19                
Vardas5291          Pavarde5291         4.45                
Vardas5292          Pavarde5292         6.21                
Vardas5293          Pavarde5293         2.65                
Vardas5294          Pavarde5294         7.25                
Vardas5295          Pavarde5295         3.64                
Vardas5296          Pavarde5296         8.07                
Vardas5297          Pavarde5297         8.05                
Vardas5298          Pavarde5298         5.76                
Vardas5299          Pavarde5299         3.29                
Vardas5300          Pavarde5300         3.91                
Vardas5301          Pavarde5301         5.81                
Vardas5302          Pavarde5302         6.93                
Vardas5303          Pavarde5303         2.96                
Vardas5304          Pavarde5304         4.37                
Vardas5305          Pavarde5305         4.40                
Vardas5306          Pavarde5306         3.92                
Vardas5307          Pavarde5307         5.76                
Vardas5308          Pavarde5308         8.16                
Vardas5309          Pavarde5309         3.17                
Vardas5310          Pavarde5310         4.15                
Vardas5311          Pavarde5311         3.04                
Vardas5312          Pavarde5312         7.13                
Vardas5313          Pavarde5313         4.20                
Vardas5314          Pavarde5314         6.43                
Vardas5315          Pavarde5315         5.92                
Vardas5316          Pavarde5316         4.28                
Vardas5317          Pavarde5317         7.28                
Vardas5318          Pavarde5318         5.88                
Vardas5319          Pavarde5319         4.52                
Vardas5320          Pavarde5320         3.65                
Vardas5321          Pavarde5321         6.89                
Vardas5322          Pavarde5322         5.20                
Vardas5323          Pavarde5323         5.16                
Vardas5324          Pavarde5324         8.40                
Vardas5325          Pavarde5325         4.04                
Vardas5326          Pavarde5326         3.45                
Vardas5327          Pavarde5327         3.04                
Vardas5328          Pavarde5328         5.65                
Vardas5329          Pavarde5329         6.85                
Vardas5330          Pavarde5330         6.99                
Vardas5331          Pavarde5331         4.75                
Vardas5332          Pavarde5332         4.64                
Vardas5333          Pavarde5333         3.93                
Vardas5334          Pavarde5334         2.55                
Vardas5335          Pavarde5335         4.37                
Vardas5336          Pavarde5336         2.92                
Vardas5337          Pavarde5337         6.93                
Vardas5338          Pavarde5338         5.53                
Vardas5339          Pavarde5339         3.17                
Vardas5340          Pavarde5340         5.56                
Vardas5341          Pavarde5341         4.19                
Vardas5342          Pavarde5342         7.72                
Vardas5343          Pavarde5343         4.31                
Vardas5344          Pavarde5344         7.97                
Vardas5345          Pavarde5345         7.36                
Vardas5346          Pavarde5346         6.36                
Vardas5347          Pavarde5347         5.16                
Vardas5348          Pavarde5348         5.09                
Vardas5349          Pavarde5349         3.01                
Vardas5350          Pavarde5350         6.71                
Vardas5351          Pavarde5351         8.56                
Vardas5352          Pavarde5352         4.20                
Vardas5353          Pavarde5353         5.03                
Vardas5354          Pavarde5354         6.41                
Vardas5355          Pavarde5355         7.67                
Vardas5356          Pavarde5356         4.12                
Vardas5357          Pavarde5357         6.05                
Vardas5358          Pavarde5358         7.67                
Vardas5359          Pavarde5359         5.89                
Vardas5360          Pavarde5360         7.89                
